,Incident.Date,State,City.Or.County,Address,X..Killed,X..Injured,Operations,fullad,long,lat
175,7-Jun-14,South Carolina,Moncks Corner,Tish Lane,1,5,N/A,"Tish Lane ,  Moncks Corner ,  South Carolina",-80.13114,33.1711351
176,7-Jun-14,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3,N/A,"10811 W. Ten Mile Rd. ,  Oak Park ,  Michigan",-83.1719483,42.4742091
177,4-Jun-14,Illinois,Chicago,4900 West West End Avenue,1,3,N/A,"4900 West West End Avenue ,  Chicago ,  Illinois",-87.7481862,41.8832704
178,3-Jun-14,Georgia,Atlanta,Auburn Avenue,1,4,N/A,"Auburn Avenue ,  Atlanta ,  Georgia",-84.376547,33.753781
179,2-Jun-14,Illinois,Chicago,2660 E. 79th St,0,7,N/A,"2660 E. 79th St ,  Chicago ,  Illinois",-87.5591115,41.7521292
180,1-Jun-14,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5,N/A,"West Ferdinand Street and North Lavergne Avenue  ,  Chicago ,  Illinois",-87.7504935,41.889518
181,1-Jun-14,California,Sacramento,6500 46th Street,0,4,N/A,"6500 46th Street ,  Sacramento ,  California",-121.4523736,38.5080909
182,31-May-14,California,San Bernardino,N/A,1,3,N/A,"N/A ,  San Bernardino ,  California",-117.2897652,34.1083449
183,25-May-14,Ohio,Toledo,2100 block of Joffre Avenue,1,3,N/A,"2100 block of Joffre Avenue ,  Toledo ,  Ohio",-83.5864427,41.6616563
184,24-May-14,South Carolina,Myrtle Beach,Ocean Boulevard near First Avenue North,3,1,N/A,"Ocean Boulevard near First Avenue North ,  Myrtle Beach ,  South Carolina",-78.677767,33.817332
185,24-May-14,Michigan,Detroit,Strathmoor Street,0,4,N/A,"Strathmoor Street ,  Detroit ,  Michigan",-83.187623,42.39833
186,23-May-14,California,Goleta (Isla Vista),840 Embarcadero Del Norte,4,8,N/A,"840 Embarcadero Del Norte ,  Goleta (Isla Vista) ,  California",-119.855388,34.414441
187,23-May-14,Louisiana,New Orleans,6200 block of Eads Street,1,7,N/A,"6200 block of Eads Street ,  New Orleans ,  Louisiana",-90.0507377,30.0227315
188,23-May-14,California,Bellflower,9541 Flower Street,2,2,N/A,"9541 Flower Street ,  Bellflower ,  California",-118.1303257,33.8821979
189,21-May-14,Texas,Dallas,4500 block of Village Fair Drive,1,3,N/A,"4500 block of Village Fair Drive ,  Dallas ,  Texas",-96.826773,32.694118
190,18-May-14,Ohio,Sandusky,1643 Cleveland Rd,0,7,N/A,"1643 Cleveland Rd ,  Sandusky ,  Ohio",-82.685849,41.442953
191,17-May-14,California,Coachella,84000 block of Pedro Drive,1,3,N/A,"84000 block of Pedro Drive ,  Coachella ,  California",-116.188748,33.684932
192,17-May-14,District of Columbia,Washington,2200 block of Adams Place NE,0,5,N/A,"2200 block of Adams Place NE ,  Washington ,  District of Columbia",-76.9750491,38.9195118
193,13-May-14,Georgia,Atlanta,Panther Trail and Childress Drive,0,5,N/A,"Panther Trail and Childress Drive ,  Atlanta ,  Georgia",-84.486189,33.698155
194,12-May-14,Illinois,Chicago,3400 West 24th Street,0,4,N/A,"3400 West 24th Street ,  Chicago ,  Illinois",-87.7100181,41.8480692
195,11-May-14,California,Sacramento,Peregrine Park,1,6,N/A,"Peregrine Park ,  Sacramento ,  California",-121.525285,38.624052
196,11-May-14,Tennessee,Memphis,2517 Shasta,0,7,N/A,"2517 Shasta ,  Memphis ,  Tennessee",-89.9732795,35.1687664
197,10-May-14,Georgia,Stone Mountain,1100 To Lani Farm Road,1,3,N/A,"1100 To Lani Farm Road ,  Stone Mountain ,  Georgia",-84.2059074,33.7621815
198,10-May-14,Georgia,Decatur,Shamrock Drive ,2,3,N/A,"Shamrock Drive  ,  Decatur ,  Georgia",-84.257328,33.730923
199,10-May-14,California,Sacramento,Natomas,1,6,N/A,"Natomas ,  Sacramento ,  California",-121.5078821,38.6707575
200,4-May-14,Illinois,Chicago,500 West Erie Street,1,3,N/A,"500 West Erie Street ,  Chicago ,  Illinois",-87.6414409,41.8938944
201,4-May-14,Colorado,Wheat Ridge,12100 W 44th,0,4,N/A,"12100 W 44th ,  Wheat Ridge ,  Colorado",-105.134256,39.777486
202,3-May-14,Arkansas,Jonesboro,2201 Moore Road; Dalton Farmer Drive; County Road 664,4,4,N/A,"2201 Moore Road; Dalton Farmer Drive; County Road 664 ,  Jonesboro ,  Arkansas",-90.615568,35.818343
203,30-Apr-14,Illinois,Chicago,7200 South Phillips Avenue,0,4,N/A,"7200 South Phillips Avenue ,  Chicago ,  Illinois",-87.565767,41.764408
204,29-Apr-14,Georgia,Kennesaw,1675 Airport Road,1,6,N/A,"1675 Airport Road ,  Kennesaw ,  Georgia",-84.601955,34.008769
205,27-Apr-14,New York,Troy,Fourth Street,0,5,N/A,"Fourth Street ,  Troy ,  New York",-73.691315,42.720791
206,25-Apr-14,Tennessee,Memphis,2000 Chelsea Avenue,2,3,N/A,"2000 Chelsea Avenue ,  Memphis ,  Tennessee",-89.9906671,35.1734373
207,22-Apr-14,California,Los Angeles,6419 Brynhurst Avenue,1,3,N/A,"6419 Brynhurst Avenue ,  Los Angeles ,  California",-118.334278,33.981093
208,20-Apr-14,Illinois,Montgomery,1300 block of Jackson St,0,6,N/A,"1300 block of Jackson St ,  Montgomery ,  Illinois",-88.310435,41.728852
209,20-Apr-14,Florida,Tampa,2902 N. 32nd St.,2,2,N/A,"2902 N. 32nd St. ,  Tampa ,  Florida",-82.4248819,27.9704295
210,20-Apr-14,Illinois,Chicago,6600 South Michigan Ave,0,5,N/A,"6600 South Michigan Ave ,  Chicago ,  Illinois",-87.6230991,41.774825
211,14-Apr-14,District of Columbia,Washington,1500 block of 19th Street,0,4,N/A,"1500 block of 19th Street ,  Washington ,  District of Columbia",-77.0434366,38.9105162
212,12-Apr-14,Louisiana,New Orleans,2100 block of Pauger Street,1,3,N/A,"2100 block of Pauger Street ,  New Orleans ,  Louisiana",-90.0607641,29.9715019
213,11-Apr-14,Indiana,Richmond,North 15th and H Streets,0,4,N/A,"North 15th and H Streets ,  Richmond ,  Indiana",-84.881606,39.838645
214,9-Apr-14,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1,N/A,"Kellys Ferry Road and Kellys Ferry Place ,  Lookout Valley ,  Tennessee",-85.4072606,35.0283093
215,9-Apr-14,Illinois,Rockford,300 North Sunset,0,4,N/A,"300 North Sunset ,  Rockford ,  Illinois",-89.1183927,42.2787689
216,7-Apr-14,Louisiana,New Orleans,500 block of South Alexander Street,0,4,N/A,"500 block of South Alexander Street ,  New Orleans ,  Louisiana",-90.1071864,29.9732273
217,6-Apr-14,Massachusetts,Springfield,90 Worthington St.,0,4,N/A,"90 Worthington St. ,  Springfield ,  Massachusetts",-72.5936484,42.1031315
218,6-Apr-14,Oklahoma,Oklahoma City,Northwest 29th Street and Portland Avenue,0,4,N/A,"Northwest 29th Street and Portland Avenue ,  Oklahoma City ,  Oklahoma",-97.583367,35.4987478
219,5-Apr-14,Illinois,Chicago,4300 W Wilcox Street,1,5,N/A,"4300 W Wilcox Street ,  Chicago ,  Illinois",-87.733109,41.879032
220,5-Apr-14,Arizona,Phoenix,West Palm Lane near 54th Avenue,1,3,N/A,"West Palm Lane near 54th Avenue ,  Phoenix ,  Arizona",-112.197512,33.470394
221,5-Apr-14,California,Fairfield,Orchid Street ,0,4,N/A,"Orchid Street  ,  Fairfield ,  California",-122.036953,38.278664
222,2-Apr-14,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,4,16,N/A,"Motor Pool Road and Tank Destroyer Boulevard ,  Fort Hood ,  Texas",-97.7944469,31.1329784
223,30-Mar-14,Mississippi,Starkville,N/A,0,5,N/A,"N/A ,  Starkville ,  Mississippi",-88.8183872,33.4503998
224,30-Mar-14,North Carolina,Charlotte,4300 Sunset Road,0,5,N/A,"4300 Sunset Road ,  Charlotte ,  North Carolina",-80.8562731,35.3049935
225,23-Mar-14,Texas,Arlington,2700 Majesty Drive,1,3,N/A,"2700 Majesty Drive ,  Arlington ,  Texas",-97.0607784,32.7546259
226,23-Mar-14,California,San Francisco,Turk and Taylor,0,7,N/A,"Turk and Taylor ,  San Francisco ,  California",-122.410784,37.783214
227,23-Mar-14,California,Long Beach,601 Long Beach Boulevard,1,3,N/A,"601 Long Beach Boulevard ,  Long Beach ,  California",-118.1897511,33.7743901
228,21-Mar-14,South Carolina,North Charleston,7550 Dorchester Road,0,4,N/A,"7550 Dorchester Road ,  North Charleston ,  South Carolina",-80.0787343,32.9035946
229,16-Mar-14,Texas,Beaumont,S 4th St,3,1,N/A,"S 4th St ,  Beaumont ,  Texas",-94.1155643,30.0588443
230,16-Mar-14,Georgia,Waynesboro,4960 Highway 80 West ,0,4,N/A,"4960 Highway 80 West  ,  Waynesboro ,  Georgia",-81.8474274,33.209855
231,14-Mar-14,New York,Brooklyn,S. Second and Roebling Sts,0,4,N/A,"S. Second and Roebling Sts ,  Brooklyn ,  New York",-73.9590615,40.7121669
232,9-Mar-14,Ohio,Fremont,531 W State St,3,1,N/A,"531 W State St ,  Fremont ,  Ohio",-83.116532,41.348378
233,9-Mar-14,Texas,Austin, 4900 block of West Race Avenue,0,6,N/A," 4900 block of West Race Avenue ,  Austin ,  Texas",-97.657181,30.3030493
234,8-Mar-14,Illinois,Chicago,4900 West Race Ave,0,6,N/A,"4900 West Race Ave ,  Chicago ,  Illinois",-87.748309,41.890715
235,8-Mar-14,California,Richmond,1600 block of First Street,1,3,N/A,"1600 block of First Street ,  Richmond ,  California",-122.368475,37.956275
236,5-Mar-14,South Carolina,Pelzer,Law Street,3,2,N/A,"Law Street ,  Pelzer ,  South Carolina",-82.4528394,34.6393756
237,1-Mar-14,Pennsylvania,Pittsburgh,Hamilton Avenue,1,4,N/A,"Hamilton Avenue ,  Pittsburgh ,  Pennsylvania",-79.9024885,40.4557517
238,1-Mar-14,Michigan,Detroit,7800 Gratiot Av.,0,4,N/A,"7800 Gratiot Av. ,  Detroit ,  Michigan",-83.0147785,42.3779806
239,25-Feb-14,Virginia,Glade Spring,Graceland Lane,5,1,N/A,"Graceland Lane ,  Glade Spring ,  Virginia",-81.7848237,36.7843339
240,22-Feb-14,California,Wilmington,1200 block of W Papeete St,0,4,N/A,"1200 block of W Papeete St ,  Wilmington ,  California",-118.277873,33.786881
241,20-Feb-14,California,Alturas,300 W 1st St,4,2,N/A,"300 W 1st St ,  Alturas ,  California",-120.5452488,41.4839452
242,20-Feb-14,Indiana,Indianapolis,3400 block of South Parker,4,0,N/A,"3400 block of South Parker ,  Indianapolis ,  Indiana",-86.1139207,39.7170278
243,16-Feb-14,Texas,Fort Worth, 115 NW 25th St.,1,4,N/A," 115 NW 25th St. ,  Fort Worth ,  Texas",-97.3499256,32.7897485
244,16-Feb-14,Florida,Orange County,4500 block of Riviera Shores ,1,6,N/A,"4500 block of Riviera Shores  ,  Orange County ,  Florida",-81.2742782,28.5981122
245,16-Feb-14,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4,N/A,"1187 S. Edgewood Ave. ,  Jacksonville ,  Florida",-81.7134144,30.3084697
246,16-Feb-14,Texas,Dallas,2600 block of South Harwood Street,1,7,N/A,"2600 block of South Harwood Street ,  Dallas ,  Texas",-96.7790179,32.76734
247,16-Feb-14,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5,N/A,"Lafayette Street and East Tillman Road ,  Fort Wayne ,  Indiana",-85.1191388,41.0172956
248,15-Feb-14,Nevada,Las Vegas,Sahara and Maryland ,0,5,N/A,"Sahara and Maryland  ,  Las Vegas ,  Nevada",-115.1369439,36.1441689
249,12-Feb-14,Indiana,Gary,2220 block of Broadway,0,5,N/A,"2220 block of Broadway ,  Gary ,  Indiana",-87.3371429,41.5780964
250,12-Feb-14,California,Oakland,37th and International ,1,3,N/A,"37th and International  ,  Oakland ,  California",-122.2208449,37.7752416
251,12-Feb-14,California,Stockton,Constitution Park,1,3,N/A,"Constitution Park ,  Stockton ,  California",-121.2774788,37.9595498
252,7-Feb-14,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5,N/A,"Northwest 41st Street and 9th Avenue  ,  Miami ,  Florida",-80.2629892,25.7806007
253,6-Feb-14,Louisiana,New Orleans,4600 block of Downman Road,0,4,N/A,"4600 block of Downman Road ,  New Orleans ,  Louisiana",-90.0219584,30.016324
254,5-Feb-14,Illinois,Chicago,6740 N Clark St,1,3,N/A,"6740 N Clark St ,  Chicago ,  Illinois",-87.6731401,42.0048278
255,3-Feb-14,Indiana,Franklin,2100 block of Bridlewood Dr,3,2,N/A,"2100 block of Bridlewood Dr ,  Franklin ,  Indiana",-86.0449971,39.4997647
256,27-Jan-14,North Carolina,Rocky Mount,821 Word Plaza,0,4,N/A,"821 Word Plaza ,  Rocky Mount ,  North Carolina",-77.8189529,35.9690182
257,27-Jan-14,Washington,Seattle,2nd Avenue South and South Main Street,1,4,N/A,"2nd Avenue South and South Main Street ,  Seattle ,  Washington",-122.331575,47.6000368
258,25-Jan-14,Illinois,Chicago,S. Union Av and W. 51st St,1,4,N/A,"S. Union Av and W. 51st St ,  Chicago ,  Illinois",-87.6429023,41.8016155
259,25-Jan-14,Florida,Belle Glade,600 block of Covenant Drive,0,4,N/A,"600 block of Covenant Drive ,  Belle Glade ,  Florida",-80.6739228,26.6868481
260,21-Jan-14,New Jersey,Newark,Springfield Avenue ,2,3,N/A,"Springfield Avenue  ,  Newark ,  New Jersey",-74.1914125,40.7340152
261,20-Jan-14,Virginia,Manassas,8509 Rixlew Ln,0,4,N/A,"8509 Rixlew Ln ,  Manassas ,  Virginia",-77.5018772,38.7724416
262,16-Jan-14,Utah,Spanish Fork,37 N. 630 West,5,0,N/A,"37 N. 630 West ,  Spanish Fork ,  Utah",-111.6653971,40.1103572
263,16-Jan-14,Oklahoma,Ardmore,N/A,2,4,N/A,"N/A ,  Ardmore ,  Oklahoma",-97.1436254,34.1742611
264,14-Jan-14,California,Los Angeles,West 86th Street,0,4,N/A,"West 86th Street ,  Los Angeles ,  California",-118.3987642,33.9592417
265,13-Jan-14,Michigan,Detroit,800 block of Calvert St,0,4,N/A,"800 block of Calvert St ,  Detroit ,  Michigan",-83.092214,42.387199
266,12-Jan-14,Louisiana,Tallulah,3600 block of Highway 80 W,0,6,N/A,"3600 block of Highway 80 W ,  Tallulah ,  Louisiana",-91.1867517,32.4085176
267,12-Jan-14,Alabama,Huntsville,University Drive,0,5,N/A,"University Drive ,  Huntsville ,  Alabama",-86.6503899,34.7365623
268,12-Jan-14,Illinois,Elgin,300 block of North Street,0,5,N/A,"300 block of North Street ,  Elgin ,  Illinois",-88.280218,42.040112
269,3-Jan-14,New York,Queens,Farmers Boulevard and 133rd Avenue,1,3,N/A,"Farmers Boulevard and 133rd Avenue ,  Queens ,  New York",-73.762898,40.6775
270,1-Jan-14,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2,N/A,"Rockingham Street and Berkley Avenue Extended ,  Norfolk ,  Virginia",-76.278935,36.830788
